property_id,location,property_type,num_bedrooms,num_bathrooms,price,amenities,availability_date,rating,is_verified
1272,Countryside,Apartment,2,1.5295044701324192,1030.6560799082338,"Pet Friendly, Parking",2024-11-21,3.610872947221135,False
1273,Downtown,Condo,4,2.6701886802598516,3505.0592163013325,"Gym, Swimming Pool",2024-07-03,4.5699326491990035,False
1274,Downtown,Condo,3,2.1454991017430025,3301.4331801049557,"Balcony, Balcony",2024-10-19,4.718717710669572,True
1275,Suburb,Apartment,3,1.311033095810452,2272.5488769632843,Balcony,2024-03-17,4.1357605538967555,True
1276,Countryside,Apartment,1,1.4125964744895252,3095.582012680815,"Swimming Pool, Balcony",2024-07-10,3.588218636085089,False
1277,Countryside,Apartment,4,1.9365118176412872,2972.231127632307,"Parking, Parking, Balcony",2024-03-28,4.05570820738323,True
1278,Countryside,House,1,2.559283644832777,2003.6608637690047,Balcony,2024-07-17,4.672750597263381,False
1279,Countryside,Apartment,2,2.8785905472339204,2173.1501923703718,"Balcony, Parking",2024-03-24,3.632075659456506,False
1280,Suburb,Apartment,4,2.3269972607538936,4050.1639865150028,"Swimming Pool, Pet Friendly, Parking",2024-05-09,3.77087394719198,False
1281,Suburb,Condo,4,2.0122864991165965,4022.9292767269158,"Pet Friendly, Balcony, Parking",2024-09-29,4.079388265980088,True
1282,Downtown,Apartment,4,1.5014639550240494,2879.1286009593696,Balcony,2025-01-17,4.774276391341322,False
1283,Downtown,Condo,4,2.3457359209114994,3870.0358096639184,"Balcony, Balcony, Swimming Pool",2024-07-04,4.16429786766293,True
1284,Downtown,Condo,1,2.9644795117070144,2803.2051209237443,"Parking, Parking",2024-02-23,3.4152303107733064,False
1285,Downtown,House,2,1.95244495107847,4405.4961395845285,"Pet Friendly, Gym",2024-12-19,3.1782080759628197,True
1286,Suburb,Apartment,4,1.3242837577797908,2331.2267288344533,Swimming Pool,2024-08-21,3.1900279138557317,True
1287,Countryside,Apartment,3,1.2066811629083571,4709.169999381604,Parking,2024-03-23,4.900499147573294,False
1288,Suburb,Condo,3,1.5385123651979629,3169.1346022586836,"Pet Friendly, Gym",2024-10-27,4.644824950623109,True
1289,Downtown,House,2,2.138884038042487,3142.751444319003,"Balcony, Parking, Parking",2024-04-29,4.53170938025118,False
1290,Suburb,House,3,2.8936106021826578,3683.2415373041745,"Swimming Pool, Balcony",2025-01-12,3.9927291583400932,False
1291,Countryside,Apartment,1,1.5983301661282934,2363.4240432587376,"Swimming Pool, Gym, Gym",2024-12-03,4.3450792345551745,False
1292,Countryside,Condo,1,1.6107823427432089,3897.3182836285373,Pet Friendly,2024-10-28,3.254660609084948,True
1293,Suburb,Apartment,2,1.9623593182243848,2281.7004105364795,"Swimming Pool, Pet Friendly",2024-09-01,4.241791431359893,True
1294,Suburb,Apartment,4,2.8370846701983776,2590.1553198351426,"Balcony, Swimming Pool, Gym",2024-02-19,4.621561465157559,True
1295,Suburb,Apartment,3,1.8381101011781784,3698.813747172227,Balcony,2024-10-09,3.1242774804725038,True
1296,Downtown,Apartment,3,1.4464587837218663,2513.796405205526,"Swimming Pool, Parking, Pet Friendly",2024-10-28,3.5923008446185545,True
1297,Suburb,Condo,2,1.3262618299635427,1799.8964907522427,"Pet Friendly, Pet Friendly, Balcony",2024-03-06,3.2205573467258564,False
1298,Suburb,House,2,1.9140307385449633,4487.605835102027,"Swimming Pool, Swimming Pool, Balcony",2024-08-19,3.520454072136115,True
1299,Suburb,Apartment,3,2.601354871460299,4688.621523175545,"Swimming Pool, Swimming Pool",2024-02-02,4.54504774380121,False
1300,Countryside,Apartment,4,1.5827048094487792,3506.9241992297943,"Balcony, Balcony, Pet Friendly",2024-03-17,3.6640983325759464,False
1301,Countryside,Apartment,2,2.0250452784612856,4244.6030847914135,Gym,2024-09-09,4.379367695775904,False
1302,Downtown,Apartment,1,2.206016544845098,4946.609419099012,"Parking, Parking",2024-12-04,4.54660504188983,False
1303,Downtown,House,3,1.9009408233157947,3459.099007279303,"Gym, Pet Friendly, Gym",2024-06-26,4.633277381344733,False
1304,Countryside,House,2,1.3833804827065788,4635.170573000054,"Gym, Pet Friendly",2024-09-25,4.746750886816705,True
1305,Countryside,House,2,2.843491355869711,2437.018998881391,"Pet Friendly, Swimming Pool",2024-10-15,4.1952716240386065,True
1306,Countryside,House,2,2.130898470468968,3801.8897435487443,Balcony,2024-07-15,3.5612796639992492,True
1307,Suburb,Apartment,3,2.458268767827771,1223.2218651873854,"Balcony, Gym, Balcony",2024-04-16,3.3011170639111667,True
1308,Suburb,Condo,1,2.272086010875866,4155.886222440579,Swimming Pool,2025-01-12,4.007417308426544,False
1309,Countryside,House,1,2.9960960434551476,4319.21257891827,Parking,2024-07-06,3.207114462976487,False
1310,Suburb,House,3,1.912620268877312,2604.7017458959676,"Swimming Pool, Gym",2024-09-02,4.821447957963403,False
1311,Suburb,Apartment,2,1.8499447465981869,3555.8200635093185,"Balcony, Parking, Balcony",2024-04-13,3.884960475885948,False
1312,Downtown,Apartment,3,1.7202797321800125,4433.444409569434,"Gym, Gym",2024-04-16,4.745968291421178,True
1313,Countryside,Apartment,3,1.7232569186805253,4534.432658036201,"Pet Friendly, Swimming Pool",2024-06-08,4.418540767277927,False
1314,Countryside,Apartment,2,1.5515404214344735,1426.1260972664038,Parking,2025-01-18,4.714435125663709,False
1315,Suburb,Condo,3,2.961260250293094,4309.950986131589,"Swimming Pool, Gym, Gym",2024-02-27,4.767916178509131,False
1316,Countryside,Condo,4,2.741564068603824,2096.9734077044013,"Balcony, Parking",2024-04-20,3.106586996824769,True
1317,Downtown,House,1,1.6333460099144324,3909.2275853509736,Parking,2024-05-25,4.450515695668328,True
1318,Downtown,Condo,4,1.6104580892996712,2300.6566139702213,"Balcony, Balcony, Parking",2024-07-10,3.453095392834545,False
1319,Downtown,House,4,1.2070679743701096,1225.3186825223086,"Swimming Pool, Gym",2024-03-06,4.97859381122378,True
1320,Countryside,House,4,2.754061721018986,1839.4828394044303,Balcony,2024-03-07,4.556805948251932,False
1321,Countryside,Condo,3,1.7435321016532122,2634.687103308336,Gym,2024-10-21,3.007530005606448,True
1322,Countryside,House,2,2.1452307842902556,3964.91448024417,"Parking, Gym",2024-05-18,4.854832643604407,False
1323,Countryside,Apartment,3,2.8007554577618623,1402.8145092494303,Swimming Pool,2024-12-11,3.5846118044023543,False
1324,Countryside,House,1,1.8162012969484114,4251.736499600639,"Balcony, Swimming Pool, Gym",2024-03-02,3.833307199272899,False
1325,Downtown,Apartment,3,2.613736086845684,4987.804367849642,Pet Friendly,2024-09-10,4.224571157855735,True
1326,Suburb,Condo,3,1.8605712524975142,4153.030572716501,Gym,2024-02-04,4.832619588088437,False
1327,Downtown,Condo,3,2.401881878035505,2894.9460801155255,"Balcony, Swimming Pool, Gym",2024-03-16,4.854653246508121,False
1328,Countryside,House,3,1.8623688143843622,3272.6408433837855,Balcony,2024-03-14,4.126943525461479,True
1329,Downtown,Apartment,4,1.7855182691093852,1024.6420332106982,Gym,2024-02-14,3.633448991622897,True
1330,Countryside,House,2,2.981418479123816,1837.0953514215898,Gym,2024-09-14,3.558379883411215,True
1331,Countryside,Condo,1,2.22469968400715,4595.952525840182,"Pet Friendly, Gym, Pet Friendly",2024-07-16,3.728794197556958,False
1332,Downtown,House,1,1.7347823632459585,1086.9176109407435,Pet Friendly,2024-03-26,3.3610273670780217,False
1333,Countryside,House,1,1.5156389541736357,4619.179811587927,"Gym, Gym",2024-10-25,4.339666036640192,True
1334,Suburb,Apartment,3,1.0795327404592328,1453.0104325126695,"Pet Friendly, Pet Friendly, Pet Friendly",2024-06-29,4.055604102412575,False
1335,Countryside,Condo,1,2.413132680497454,1532.2965198353372,Gym,2024-09-08,4.5469294005396,False
1336,Suburb,House,4,1.744314856390524,1701.3996434276896,"Gym, Parking, Gym",2024-04-28,3.1882226337788655,True
1337,Suburb,Apartment,2,2.64250832755753,4197.541299820785,"Pet Friendly, Pet Friendly",2024-06-13,3.7998116486803357,False
1338,Countryside,House,3,1.7277369212446374,2912.746301369518,"Swimming Pool, Gym, Swimming Pool",2024-03-02,3.4797257364017824,True
1339,Downtown,Apartment,3,1.7466583848500605,1580.7865209201696,Gym,2024-09-08,4.07037241251881,True
1340,Suburb,Apartment,4,2.5583620128135123,3747.2072786613,"Pet Friendly, Swimming Pool, Swimming Pool",2024-08-19,3.936487967357226,False
1341,Downtown,House,1,1.9789333135053075,4762.753465303109,"Balcony, Gym, Gym",2024-05-01,3.899130902378058,False
1342,Suburb,Condo,3,2.769789541202786,3289.8058969898875,"Gym, Gym, Gym",2024-09-17,3.631307263887885,False
1343,Countryside,Condo,3,2.180271513409104,1394.800022882154,"Gym, Swimming Pool",2025-01-16,4.453691148948254,False
1344,Countryside,Apartment,4,1.481289627028753,1219.0024247101592,Swimming Pool,2025-01-19,3.963135408523514,True
1345,Suburb,Condo,4,2.136543708600067,4183.489439503043,"Pet Friendly, Parking",2024-03-09,3.4044875596263857,True
1346,Countryside,Apartment,1,1.008003351869404,3504.33460949774,Gym,2024-12-25,4.094894945799586,False
1347,Suburb,Condo,2,1.6247947494374384,4690.629356498405,"Swimming Pool, Swimming Pool, Balcony",2024-06-22,4.193344312078787,False
1348,Countryside,House,2,1.4159046809956213,3189.0006041919514,"Gym, Balcony",2024-10-16,3.0427593545306646,False
1349,Downtown,Condo,1,2.308375711205869,1249.5816129722134,Balcony,2024-09-02,3.407557321697027,False
1350,Countryside,Apartment,2,1.27207716699961,2614.747399994601,"Gym, Swimming Pool",2024-02-04,3.4848078202545647,True
1351,Downtown,Apartment,4,1.5801948935229462,3631.9627543656716,"Swimming Pool, Pet Friendly, Swimming Pool",2025-01-15,3.496150324326263,False
1352,Countryside,Condo,4,1.6626171086467907,2539.5414037490523,Swimming Pool,2024-09-21,3.4776917407200614,False
1353,Downtown,House,4,1.0065864577277697,4998.365586960932,"Pet Friendly, Pet Friendly",2024-02-29,3.5432823431338316,False
1354,Countryside,Apartment,2,1.0935331365056673,2621.5144546949805,Pet Friendly,2024-09-30,3.5254544525096554,True
1355,Downtown,Apartment,2,1.6222522559550454,3184.9445057902008,Swimming Pool,2024-09-08,4.768137674647211,True
1356,Suburb,Apartment,3,1.4447129063838244,1901.568130494718,Parking,2025-01-05,3.6392957444899103,False
1357,Suburb,Apartment,3,1.233813477230311,1608.552817208767,Swimming Pool,2024-11-23,3.69952542873249,False
1358,Downtown,Apartment,3,1.308323312707916,3581.2221542530037,Parking,2024-04-08,3.5323545251663084,False
1359,Countryside,House,2,2.6710739227601725,3354.4509876627285,"Pet Friendly, Balcony, Gym",2024-08-31,4.935148719085116,True
1360,Downtown,Condo,3,2.3666391510254052,1017.355429625137,"Pet Friendly, Parking, Balcony",2024-05-19,4.070981600470084,False
1361,Countryside,House,4,1.9682350620032996,2139.1261391909684,"Swimming Pool, Balcony",2024-12-08,4.221092228415032,True
1362,Suburb,House,2,2.817749552473865,3574.3182920516574,"Pet Friendly, Balcony, Swimming Pool",2024-04-01,4.4709745241262056,False
1363,Countryside,Apartment,1,1.0591055818832371,4248.997382929799,"Pet Friendly, Parking, Swimming Pool",2024-11-04,3.6674281375787463,False
1364,Suburb,House,2,1.689869871887639,2249.474612159377,Pet Friendly,2024-10-06,4.937560859529638,False
1365,Countryside,Apartment,3,2.6467674350081176,3589.7454771554153,"Gym, Swimming Pool, Balcony",2024-06-21,3.304652345148675,True
1366,Countryside,House,2,2.256577989170643,2061.031720603385,Swimming Pool,2024-08-17,3.915629200988689,False
1367,Countryside,Apartment,3,2.9633748689839736,3761.519578516945,"Balcony, Gym",2024-09-11,3.2908785247048673,True
1368,Downtown,Apartment,3,2.8890298465764186,3791.79199464985,"Gym, Swimming Pool",2024-12-10,4.580751492520767,False
1369,Downtown,House,1,1.3398849821499674,1520.8938620783601,"Gym, Parking",2024-02-16,3.2146353840438655,False
1370,Suburb,House,1,2.943973994391343,3660.3591359080197,"Balcony, Gym",2024-06-21,4.107799206827166,True
1371,Suburb,Condo,4,2.8910695719481447,2334.2687267214787,"Swimming Pool, Pet Friendly",2024-09-24,3.2096125500013315,False
1372,Downtown,Condo,3,1.7472218901473648,1690.3797263705096,"Pet Friendly, Swimming Pool, Gym",2024-09-08,3.9053237763694195,False
1373,Suburb,Condo,2,2.9657605833779055,3001.4449310950968,"Parking, Pet Friendly",2024-10-08,3.560615981745252,False
1374,Downtown,House,1,1.0716883046491215,2809.186735634885,Balcony,2024-04-22,4.806593515918653,False
1375,Countryside,House,1,2.3215011098265963,4095.499244247988,"Swimming Pool, Gym",2024-07-18,3.1061915901419175,True
1376,Suburb,Apartment,3,1.5322956085288175,1338.062036644874,"Parking, Swimming Pool",2024-05-05,4.29987525960049,True
1377,Suburb,Condo,2,1.2589261931906393,4159.013075327124,"Parking, Parking, Parking",2024-03-05,4.39050246591558,True
1378,Downtown,Apartment,1,2.1550698498876932,1424.3294484371827,"Balcony, Gym",2024-02-02,4.777964204762418,False
1379,Suburb,Apartment,1,1.6127006163703888,1829.8361123162476,"Parking, Balcony, Pet Friendly",2024-02-22,4.755458912622321,True
1380,Suburb,Apartment,2,2.3336506876223018,3063.528473318684,"Swimming Pool, Parking, Parking",2024-03-30,4.9541125732151965,False
1381,Countryside,Apartment,1,2.0799621042288408,2852.698400089698,"Parking, Parking",2025-01-26,3.5078187086942108,False
1382,Suburb,Condo,2,1.785178801817319,4955.435898936193,Gym,2024-05-24,3.5496507522955487,True
1383,Countryside,Apartment,3,1.3636443226297958,3357.8948530497573,"Pet Friendly, Parking, Parking",2024-10-16,3.79458545615523,False
1384,Downtown,House,1,2.2025003949443533,2309.7423809876555,Balcony,2024-04-05,4.075153961272948,False
1385,Suburb,House,3,2.658461258951103,4600.595474175942,"Pet Friendly, Pet Friendly, Gym",2024-05-12,3.734283837202557,True
1386,Countryside,House,2,2.2000089370185627,2248.8598271300143,"Pet Friendly, Gym",2024-11-13,4.480592821089737,True
1387,Downtown,Condo,3,2.2210451115473715,2095.10254075316,"Pet Friendly, Parking",2024-03-31,3.0170901038193065,False
1388,Suburb,Apartment,3,2.0236747282955365,2977.487180795438,"Balcony, Pet Friendly, Swimming Pool",2024-11-11,3.035308631156372,False
1389,Downtown,Condo,3,1.7764802346565833,4652.699137892316,Swimming Pool,2024-03-21,4.432113519661833,False
1390,Suburb,Apartment,4,1.9149160832670924,3834.0570210353544,"Pet Friendly, Gym, Parking",2024-08-30,4.766242445101485,False
1391,Downtown,Condo,2,2.9790835142401644,3709.932861869322,"Swimming Pool, Swimming Pool, Pet Friendly",2024-12-26,4.5530949074643665,False
1392,Downtown,Condo,2,2.49933700421058,3904.3090601550516,"Balcony, Swimming Pool, Parking",2024-04-19,3.2341832268556825,True
1393,Countryside,Apartment,2,1.861118927959989,3638.5624431035526,"Swimming Pool, Gym, Gym",2024-09-10,4.869948053863683,False
1394,Downtown,Condo,2,1.9145927999090409,4039.1854386717837,Pet Friendly,2024-05-19,4.043825237013802,True
1395,Suburb,Apartment,2,1.9992640154994845,1771.048086916534,"Swimming Pool, Gym, Parking",2024-10-01,4.48459030417094,True
1396,Suburb,House,1,2.3186283887576256,1709.033147046406,"Gym, Swimming Pool, Gym",2024-03-16,3.4020923953263575,False
1397,Countryside,House,1,1.9319164684310295,2448.653375165615,"Pet Friendly, Gym, Swimming Pool",2024-12-31,4.097591261868308,False
1398,Suburb,House,1,2.372358236878487,4403.83911518333,"Swimming Pool, Balcony, Swimming Pool",2024-05-24,3.6601216076872323,True
1399,Suburb,Condo,3,1.6583756132956957,3857.816861986839,"Gym, Swimming Pool, Pet Friendly",2024-05-04,4.949521547057458,False
1400,Suburb,House,3,1.821279264042248,3265.8933713710767,"Balcony, Gym",2024-02-14,3.9483922796254114,True
1401,Downtown,Apartment,2,2.7281062494076944,1077.7897499124792,"Swimming Pool, Pet Friendly",2024-11-13,4.511153971209382,True
1402,Downtown,House,4,1.6578113094030853,1943.209135743466,"Pet Friendly, Balcony, Pet Friendly",2024-11-11,4.206463872719317,False
1403,Suburb,House,2,2.9288734663500033,4214.055770199596,Balcony,2024-11-03,3.1885974974458957,True
1404,Countryside,Condo,1,1.3450098939697859,1969.9467723368748,"Pet Friendly, Parking, Gym",2024-07-24,4.085855510815257,True
1405,Downtown,Apartment,2,1.4833596314143453,3921.1607887637892,"Gym, Gym, Pet Friendly",2024-05-21,4.080431734936019,False
1406,Countryside,Condo,3,1.9273595015098157,1738.537059719536,"Balcony, Parking",2024-07-10,4.4314186983531485,False
1407,Suburb,Condo,2,2.594817452110739,3425.4702327974346,"Pet Friendly, Pet Friendly",2024-11-22,3.6438160332151153,False
1408,Suburb,Apartment,1,2.4631509552566673,3512.8454668020067,Swimming Pool,2024-02-08,4.72130422853253,True
1409,Downtown,Condo,2,1.3489320352287795,4007.8649027459264,"Pet Friendly, Balcony, Pet Friendly",2024-10-26,4.245207001392244,False
1410,Suburb,Apartment,3,1.4733700519356738,2753.3696035825596,Parking,2024-04-27,3.0786826281075967,False
1411,Downtown,House,4,2.1505259781016752,3530.69879634189,"Parking, Gym",2024-12-19,4.413671576929092,False
1412,Suburb,Apartment,1,1.590329490597406,2947.8791548811396,"Gym, Pet Friendly, Balcony",2024-09-14,4.813933820083669,False
1413,Suburb,Apartment,2,1.844650648959207,4789.352181593252,"Pet Friendly, Swimming Pool",2024-09-14,4.366294190610931,False
1414,Downtown,Apartment,3,1.9731883509740578,3087.5229080740296,"Balcony, Parking",2024-10-10,3.759994608789245,False
1415,Downtown,Condo,1,2.1884920107008092,1838.3915325127514,Pet Friendly,2024-03-03,4.181297661212373,False
1416,Downtown,Apartment,1,1.5021026488785307,3671.5701965545454,Balcony,2024-06-08,3.342796542038944,True
1417,Suburb,Apartment,3,1.326280287109919,3193.869312833654,"Pet Friendly, Balcony",2025-01-30,4.20251094711816,False
1418,Suburb,Apartment,2,1.797126775588053,4215.317988880586,"Swimming Pool, Gym",2024-04-02,4.001985489069851,True
1419,Countryside,House,2,1.1640524497112001,1707.6463903729743,"Gym, Swimming Pool, Parking",2024-07-19,3.0523153769154305,True
1420,Downtown,Apartment,2,2.0535303421818245,2043.7584106956192,"Parking, Swimming Pool",2024-09-02,3.6437797724310874,True
1421,Suburb,Condo,1,2.6792103184699485,4686.516429590889,"Pet Friendly, Parking, Balcony",2025-01-05,3.3824944982032554,False
1422,Suburb,Apartment,4,1.2379513188654372,4720.104452985184,"Gym, Pet Friendly, Swimming Pool",2024-03-05,3.781303853524566,True
1423,Downtown,Apartment,1,1.225461064259058,2769.027065899564,Gym,2024-11-30,3.483664858669897,False
1424,Countryside,House,2,1.1604355977347043,1191.0047284737195,"Pet Friendly, Gym, Parking",2024-10-08,4.668497395741048,False
1425,Downtown,Apartment,1,2.695722579523804,2226.220274503839,Gym,2024-04-25,4.395366978002766,False
1426,Countryside,Condo,4,1.161409789856326,1988.4906176851125,"Gym, Parking, Gym",2024-04-18,4.480229483275754,False
1427,Suburb,Apartment,1,2.9669240707688056,2658.707407979687,Balcony,2024-12-31,3.7217346203267203,True
1428,Countryside,Condo,3,1.716662588092236,2271.20247551435,Gym,2024-02-16,3.006892730322818,False
1429,Suburb,House,2,1.6575243182849537,4315.969375409817,Pet Friendly,2024-05-31,3.4383073844007965,True
1430,Downtown,Apartment,2,1.1832635041940984,1012.1440765018161,"Balcony, Gym",2024-03-25,4.51059640886397,True
1431,Downtown,House,2,2.171282425276834,3578.527414045993,"Swimming Pool, Gym, Pet Friendly",2024-12-25,4.205673614601594,True
1432,Downtown,Apartment,1,2.171764424705583,3657.080900624173,"Balcony, Swimming Pool, Swimming Pool",2024-10-11,4.07715633132606,False
1433,Countryside,Condo,1,1.9876116545802855,3642.5063011561715,Swimming Pool,2024-05-30,3.5610398709495095,False
1434,Suburb,House,1,1.6220402944317676,3082.378722058279,Swimming Pool,2024-02-13,3.151484653840777,True
1435,Downtown,Apartment,2,1.7371617801308425,3444.4162924392117,Pet Friendly,2024-05-30,4.569732940466683,True
1436,Downtown,Condo,1,1.641006787347476,4241.977246148361,Gym,2024-08-08,3.077311135989362,False
1437,Suburb,House,2,1.8522928165610038,4136.787114753525,"Pet Friendly, Swimming Pool, Balcony",2024-05-23,3.1182729377251857,True
1438,Downtown,Apartment,1,1.683576210962452,1138.5015087136417,"Gym, Pet Friendly",2024-05-08,3.589870471262084,True
1439,Suburb,House,2,2.3510346397305,1121.7461429492355,"Parking, Balcony",2024-08-31,4.145867354795227,False
1440,Suburb,Apartment,3,1.5915729446945395,4355.779251081965,Pet Friendly,2024-08-23,4.984453033178938,True
1441,Suburb,Condo,1,1.7016764629889083,3298.9187501222514,Gym,2024-03-22,3.1812831507843216,True
1442,Suburb,Condo,2,1.8709197695782962,4829.709341076768,Gym,2024-05-27,3.946341598540584,True
1443,Suburb,House,3,1.0079236685418005,2726.366387665903,"Swimming Pool, Parking, Swimming Pool",2024-03-12,4.20350660612038,True
1444,Countryside,House,3,1.984165148441784,1706.9672855829751,Gym,2024-04-07,4.646210480899306,False
1445,Downtown,Apartment,4,1.5116396063858693,2892.9396495512365,"Swimming Pool, Parking, Parking",2024-12-25,4.379227830230115,True
1446,Countryside,Condo,1,1.1123009080490358,2746.1772318460926,"Parking, Gym, Gym",2024-02-29,4.615483159223532,True
1447,Downtown,Apartment,2,2.82204259752959,3068.7095257540655,"Pet Friendly, Balcony, Balcony",2024-09-15,4.044938014236681,False
1448,Countryside,Condo,4,1.644837467773864,4231.7889355078,Swimming Pool,2024-12-16,3.867941607007933,False
1449,Suburb,House,1,1.8521705273454085,3622.3359517471044,Balcony,2024-12-20,4.237456634550709,False
1450,Downtown,Apartment,3,2.6546863166764836,1741.101309597499,"Parking, Balcony",2024-03-12,4.801741618962658,True
1451,Downtown,Apartment,1,1.3335779415074396,3937.909025420245,Pet Friendly,2024-10-03,4.101694324322178,True
1452,Countryside,Condo,2,2.7006176191626823,3367.5848531137262,Gym,2024-09-20,4.211186238383462,False
1453,Countryside,Condo,3,1.4832758961547554,3313.2429221507255,"Swimming Pool, Swimming Pool, Pet Friendly",2024-12-18,3.675952306425028,False
1454,Downtown,Condo,4,2.1780757832306343,3713.0275297425405,"Pet Friendly, Swimming Pool, Swimming Pool",2024-12-02,4.192242891099718,False
1455,Countryside,House,1,2.3713567603323567,3255.861834626127,"Balcony, Pet Friendly",2024-07-30,4.255528245632901,True
1456,Countryside,Apartment,1,2.810027891735551,2830.0549453523736,"Swimming Pool, Swimming Pool",2024-12-24,4.506850972076494,False
1457,Countryside,Condo,4,2.215275989368264,3561.5211312563843,"Gym, Parking",2024-08-31,4.144353390025957,False
1458,Suburb,House,1,1.9064636025000006,3894.9082782023,"Balcony, Gym, Gym",2024-03-10,3.3951005893302484,True
1459,Suburb,Condo,1,2.144538704683555,1903.0677713247624,Swimming Pool,2025-01-19,4.1638521685115935,False
1460,Countryside,Apartment,1,1.4041649254804078,2988.19957695245,"Pet Friendly, Parking, Gym",2024-12-29,3.595742818152705,True
1461,Countryside,Condo,3,2.3781486682997013,2832.6898530604944,"Parking, Swimming Pool, Swimming Pool",2025-01-20,3.1746489900834796,True
1462,Suburb,Apartment,3,1.3737614241011105,1159.6130824451532,"Swimming Pool, Parking",2024-07-18,4.650866262919722,True
1463,Suburb,House,2,2.1144952241565136,4337.754625696023,"Gym, Pet Friendly, Gym",2024-03-26,3.1321442256502436,False
1464,Downtown,House,1,2.295207322720978,2509.5280957536975,"Balcony, Gym",2024-05-17,4.263406470052268,True
1465,Downtown,Condo,2,2.7971663608155093,1290.7569328048353,Balcony,2024-05-23,4.976989225998954,True
1466,Suburb,Apartment,3,1.900379651955229,2831.5963883059253,"Balcony, Gym",2024-03-28,3.1752383429460194,True
1467,Countryside,Apartment,1,2.550666453178425,1645.9232243663891,Swimming Pool,2024-10-28,3.4402636879058273,False
1468,Countryside,Apartment,2,1.335060976608553,3817.6576585386592,"Balcony, Pet Friendly",2024-12-07,4.521608425268894,False
1469,Countryside,Condo,1,1.31239295746765,3287.0863006706063,Balcony,2025-01-02,3.193788263366747,False
1470,Countryside,Apartment,1,2.0495960274398604,2080.4552279117406,Balcony,2024-02-02,4.665450050981403,False
1471,Downtown,Apartment,4,2.192681530220206,4801.895436603896,"Swimming Pool, Swimming Pool",2024-08-20,3.0005402447134557,False
1472,Suburb,Apartment,2,2.2646820814658164,2166.9813930223227,Gym,2024-08-24,4.779894681103755,True
1473,Countryside,Apartment,3,2.491348084047557,3219.987627907683,Pet Friendly,2024-04-17,3.13364630463549,False
1474,Downtown,Condo,2,1.5898629755224198,4206.271297164197,"Swimming Pool, Pet Friendly",2024-12-28,4.843959697183907,False
1475,Countryside,Condo,2,2.245215443704911,3055.569191817952,"Swimming Pool, Pet Friendly",2024-04-01,4.729102466101423,False
1476,Suburb,Apartment,2,1.3762782416126453,4843.4227031011405,"Swimming Pool, Pet Friendly, Balcony",2024-09-21,4.079126237754194,False
1477,Downtown,Apartment,4,1.4379954181091246,4375.418267918058,Swimming Pool,2024-03-18,4.555897256795166,True
1478,Suburb,House,1,1.1346177767477625,4684.076056003583,"Parking, Swimming Pool",2024-11-06,3.1497536957697063,True
1479,Suburb,House,3,2.4940011722774607,2490.810335017756,Balcony,2024-12-05,3.2702957038853446,False
1480,Downtown,Apartment,4,2.013985940771168,3193.4216696450344,Gym,2024-05-04,3.738574687105343,True
1481,Downtown,Apartment,3,1.476371411199124,4360.665181973603,"Swimming Pool, Balcony, Pet Friendly",2024-09-26,4.074917176169865,False
1482,Downtown,House,4,2.112475451400581,4614.000137210984,"Balcony, Pet Friendly, Parking",2024-08-29,4.736428519546764,False
1483,Downtown,House,1,1.708480397267575,4777.454311874086,"Parking, Gym",2024-11-04,4.085360895022881,False
1484,Downtown,Apartment,3,2.674419820578537,4516.607973119023,Swimming Pool,2024-07-05,4.330410364981107,True
1485,Downtown,Condo,2,2.056295761590728,3923.019616300937,Parking,2025-01-19,4.359768840453951,True
1486,Downtown,Condo,4,1.0596214457076523,1096.85922212772,"Pet Friendly, Parking",2024-09-13,4.7551362551721,False
1487,Countryside,Apartment,3,2.9701905726794777,2259.8137979018525,"Gym, Balcony",2024-10-07,4.553509487747174,False
1488,Suburb,Apartment,1,1.1485970764718685,1515.7451395737216,Pet Friendly,2024-10-07,4.954060596961214,True
1489,Downtown,House,3,2.3919163778001398,1619.0344053605932,"Balcony, Pet Friendly",2024-02-09,3.0400252763762827,False
1490,Countryside,House,4,1.8745116784052207,2163.6287495315682,"Pet Friendly, Swimming Pool, Swimming Pool",2024-04-25,3.415657353113512,True
1491,Countryside,Condo,1,1.4986356130401925,1298.9618287542103,"Balcony, Gym, Pet Friendly",2024-07-08,4.860891470863681,False
1492,Countryside,Apartment,2,2.352916468925806,1972.1272492968624,"Pet Friendly, Gym",2024-10-07,4.584440441405762,True
1493,Suburb,House,4,1.251794707409974,4827.915346156564,Gym,2024-05-20,3.5347254920698985,True
1494,Downtown,Condo,4,2.716493396912983,2247.774314352783,"Gym, Parking",2024-06-10,4.948493310240935,True
1495,Countryside,Condo,1,1.5012239718262643,1638.8522796960942,Swimming Pool,2024-11-18,4.739762054469432,True
1496,Suburb,Condo,4,1.7229073167679345,3873.200721679231,"Pet Friendly, Pet Friendly",2024-06-07,3.1293144528585133,False
1497,Suburb,House,3,2.2652872726083926,4314.020600208999,"Gym, Swimming Pool",2024-06-05,4.622619689903089,False
1498,Suburb,House,2,1.0020586311307333,2256.151398385934,"Pet Friendly, Swimming Pool",2024-09-05,4.568975226701344,True
1499,Countryside,Apartment,3,1.9454972287777341,2113.9892423134834,Swimming Pool,2024-02-27,3.442306102954423,True
1500,Downtown,Apartment,1,2.7884978430033427,1967.038191620134,"Pet Friendly, Balcony",2024-10-07,4.338493022176209,True
